T_K,T_C,J_MA_cm2,L_um,MTTF_hours
491.92,218.77,2.0,130.0,107.84264740573703
491.92,218.77,2.0,200.0,134.2981007434265
491.92,218.77,2.0,350.0,140.02461789625966
491.92,218.77,2.0,600.0,130.21070401403622
491.92,218.77,4.0,5.0,
491.92,218.77,4.0,15.0,90.72037157969669
491.92,218.77,4.0,25.0,47.744893173832274
491.92,218.77,4.0,35.0,55.183037412629794
491.92,218.77,4.0,40.0,48.52523314113679
491.92,218.77,4.0,50.0,45.147636846241305
491.92,218.77,4.0,65.0,53.14495585048841
491.92,218.77,4.0,90.0,56.19007199121827
491.92,218.77,4.0,130.0,57.30663788369776
491.92,218.77,4.0,200.0,52.210306936529975
491.92,218.77,4.0,350.0,41.47284610170704
491.92,218.77,4.0,600.0,44.04995537832628
491.92,218.77,8.0,5.0,71.53444162502164
491.92,218.77,8.0,15.0,21.64382096042956
491.92,218.77,8.0,25.0,19.124969798835345
491.92,218.77,8.0,35.0,20.201419979864653
491.92,218.77,8.0,40.0,17.433766319733646
491.92,218.77,8.0,50.0,15.447230689731184
491.92,218.77,8.0,65.0,15.896734383978103
491.92,218.77,8.0,90.0,18.292797697929387
491.92,218.77,8.0,130.0,16.421322106844258
491.92,218.77,8.0,200.0,17.095593654790427
491.92,218.77,8.0,350.0,17.816860466557447
491.92,218.77,8.0,600.0,15.163703376953029
494.23,221.08,0.5,5.0,
494.23,221.08,0.5,15.0,
494.23,221.08,0.5,25.0,
494.23,221.08,0.5,35.0,
494.23,221.08,0.5,40.0,
494.23,221.08,0.5,50.0,
494.23,221.08,0.5,65.0,18006.68905559851
494.23,221.08,0.5,90.0,3926.684378683295
494.23,221.08,0.5,130.0,1908.2259079838086
494.23,221.08,0.5,200.0,2193.2344754614637
494.23,221.08,0.5,350.0,1384.4420977783968
494.23,221.08,0.5,600.0,1071.921610282795
494.23,221.08,1.0,5.0,
494.23,221.08,1.0,15.0,
494.23,221.08,1.0,25.0,
494.23,221.08,1.0,35.0,2091.3677434699093
494.23,221.08,1.0,40.0,1199.3770164741525
494.23,221.08,1.0,50.0,880.541175563864
494.23,221.08,1.0,65.0,622.8972600728546
494.23,221.08,1.0,90.0,498.37872201483066
494.23,221.08,1.0,130.0,498.56776615988525
494.23,221.08,1.0,200.0,432.6461527363101
494.23,221.08,1.0,350.0,400.7906817202952
494.23,221.08,1.0,600.0,391.187710973395
494.23,221.08,2.0,5.0,
494.23,221.08,2.0,15.0,
494.23,221.08,2.0,25.0,294.8526962090437
494.23,221.08,2.0,35.0,137.16543490062662
494.23,221.08,2.0,40.0,162.89451695477976
494.23,221.08,2.0,50.0,110.76472962321135
494.23,221.08,2.0,65.0,140.54647516350755
494.23,221.08,2.0,90.0,128.94572451499624
494.23,221.08,2.0,130.0,142.19468332859057
494.23,221.08,2.0,200.0,138.91630994116014
494.23,221.08,2.0,350.0,115.81381338167694
494.23,221.08,2.0,600.0,102.31216809008698
494.23,221.08,4.0,5.0,
494.23,221.08,4.0,15.0,79.50704881838246
494.23,221.08,4.0,25.0,48.784450901101394
494.23,221.08,4.0,35.0,47.034317449337934
494.23,221.08,4.0,40.0,52.74579992928731
494.23,221.08,4.0,50.0,39.99592453385673
494.23,221.08,4.0,65.0,47.15209556086569
494.23,221.08,4.0,90.0,44.63623249347015
494.23,221.08,4.0,130.0,33.99212848180607
494.23,221.08,4.0,200.0,44.443986533525205
494.23,221.08,4.0,350.0,41.94548433998498
494.23,221.08,4.0,600.0,38.00782273483886
494.23,221.08,8.0,5.0,50.95250311042072
494.23,221.08,8.0,15.0,16.73913204366356
494.23,221.08,8.0,25.0,15.499652243502874
494.23,221.08,8.0,35.0,17.35127341902857
494.23,221.08,8.0,40.0,13.654161439229629
494.23,221.08,8.0,50.0,16.48641030339503
494.23,221.08,8.0,65.0,12.5799985492103
494.23,221.08,8.0,90.0,14.452933026317742
494.23,221.08,8.0,130.0,14.949316657959907
494.23,221.08,8.0,200.0,21.002586072530335
494.23,221.08,8.0,350.0,11.741420380104932
494.23,221.08,8.0,600.0,17.9218357336731
496.54,223.39,0.5,5.0,
496.54,223.39,0.5,15.0,
496.54,223.39,0.5,25.0,
496.54,223.39,0.5,35.0,
496.54,223.39,0.5,40.0,
496.54,223.39,0.5,50.0,
496.54,223.39,0.5,65.0,14737.752167986286
496.54,223.39,0.5,90.0,3536.9852257690623
496.54,223.39,0.5,130.0,2095.4703778528624
496.54,223.39,0.5,200.0,1692.7774195170425
496.54,223.39,0.5,350.0,1307.3289976156316
496.54,223.39,0.5,600.0,1531.8171335480588
496.54,223.39,1.0,5.0,
496.54,223.39,1.0,15.0,
496.54,223.39,1.0,25.0,
496.54,223.39,1.0,35.0,2047.7345718450867
496.54,223.39,1.0,40.0,1485.0139478644944
496.54,223.39,1.0,50.0,711.0093360502949
496.54,223.39,1.0,65.0,576.5438090255952
496.54,223.39,1.0,90.0,400.10244307755306
496.54,223.39,1.0,130.0,436.0111076416667
496.54,223.39,1.0,200.0,457.7566540073657
496.54,223.39,1.0,350.0,338.6809888419643
496.54,223.39,1.0,600.0,320.15662729025894
496.54,223.39,2.0,5.0,
496.54,223.39,2.0,15.0,
496.54,223.39,2.0,25.0,203.8721512497364
496.54,223.39,2.0,35.0,162.97825553923406
496.54,223.39,2.0,40.0,121.44717452836444
496.54,223.39,2.0,50.0,120.07759350219268
496.54,223.39,2.0,65.0,129.64203452339478
496.54,223.39,2.0,90.0,140.97300763802116
496.54,223.39,2.0,130.0,166.0649292069752
496.54,223.39,2.0,200.0,95.42767961775012
496.54,223.39,2.0,350.0,124.89739329291974
496.54,223.39,2.0,600.0,102.54231887547903
496.54,223.39,4.0,5.0,
496.54,223.39,4.0,15.0,64.78112654753829
496.54,223.39,4.0,25.0,50.50732534518255
496.54,223.39,4.0,35.0,42.5637860821161
496.54,223.39,4.0,40.0,41.460990367540695
496.54,223.39,4.0,50.0,36.6650221431832
496.54,223.39,4.0,65.0,30.369540337405223
496.54,223.39,4.0,90.0,28.67489114991052
496.54,223.39,4.0,130.0,38.78231808765446
496.54,223.39,4.0,200.0,33.02518557800977
496.54,223.39,4.0,350.0,30.96329380883969
496.54,223.39,4.0,600.0,33.596063306890755
496.54,223.39,8.0,5.0,57.691634457618
496.54,223.39,8.0,15.0,17.537029984100673
496.54,223.39,8.0,25.0,13.649305886659379
496.54,223.39,8.0,35.0,17.23342150532873
496.54,223.39,8.0,40.0,17.901703551671115
496.54,223.39,8.0,50.0,14.90539190500477
496.54,223.39,8.0,65.0,15.721841559875916
496.54,223.39,8.0,90.0,16.09375960184097
496.54,223.39,8.0,130.0,15.617049908846033
496.54,223.39,8.0,200.0,14.30516794873179
496.54,223.39,8.0,350.0,14.15548433607016
496.54,223.39,8.0,600.0,13.92654428101518
496.68,223.53,0.5,5.0,
496.68,223.53,0.5,15.0,
496.68,223.53,0.5,25.0,
496.68,223.53,0.5,35.0,
496.68,223.53,0.5,40.0,
496.68,223.53,0.5,50.0,
496.68,223.53,0.5,65.0,12139.274187691806
496.68,223.53,0.5,90.0,3668.6291105213813
496.68,223.53,0.5,130.0,1668.2320341359662
496.68,223.53,0.5,200.0,1395.9599521942173
496.68,223.53,0.5,350.0,1615.564259584485
496.68,223.53,0.5,600.0,1387.4823291099071
496.68,223.53,1.0,5.0,
496.68,223.53,1.0,15.0,
496.68,223.53,1.0,25.0,
496.68,223.53,1.0,35.0,2722.1585338151035
496.68,223.53,1.0,40.0,1194.7637358590866
496.68,223.53,1.0,50.0,654.3313904554103
496.68,223.53,1.0,65.0,557.3169783716407
496.68,223.53,1.0,90.0,473.86872571432923
496.68,223.53,1.0,130.0,409.2691886847222
496.68,223.53,1.0,200.0,433.86417833908814
496.68,223.53,1.0,350.0,322.33201783802286
496.68,223.53,1.0,600.0,345.24661778941436
496.68,223.53,2.0,5.0,
496.68,223.53,2.0,15.0,
496.68,223.53,2.0,25.0,206.33523362548624
496.68,223.53,2.0,35.0,179.22982376863567
496.68,223.53,2.0,40.0,153.23542221842467
496.68,223.53,2.0,50.0,122.2060405918623
496.68,223.53,2.0,65.0,120.12049866213624
496.68,223.53,2.0,90.0,111.74290361473832
496.68,223.53,2.0,130.0,103.91617733789184
496.68,223.53,2.0,200.0,134.98562106573024
496.68,223.53,2.0,350.0,98.54775535666435
496.68,223.53,2.0,600.0,94.65502113906697
496.68,223.53,4.0,5.0,
496.68,223.53,4.0,15.0,48.04770834989891
496.68,223.53,4.0,25.0,41.10824647235733
496.68,223.53,4.0,35.0,40.260303048914764
496.68,223.53,4.0,40.0,36.54068756986408
496.68,223.53,4.0,50.0,47.6289120490136
496.68,223.53,4.0,65.0,36.289431662704985
496.68,223.53,4.0,90.0,43.55144655552934
496.68,223.53,4.0,130.0,35.24571705564102
496.68,223.53,4.0,200.0,34.3798381619994
496.68,223.53,4.0,350.0,33.181979219230506
496.68,223.53,4.0,600.0,33.341841984453275
496.68,223.53,8.0,5.0,65.81200220610053
496.68,223.53,8.0,15.0,11.970305937209485
496.68,223.53,8.0,25.0,11.078160883520791
496.68,223.53,8.0,35.0,13.12530012807072
496.68,223.53,8.0,40.0,14.059634208404907
496.68,223.53,8.0,50.0,15.243692632853948
496.68,223.53,8.0,65.0,14.484442098110415
496.68,223.53,8.0,90.0,12.523555887933707
496.68,223.53,8.0,130.0,15.25360015233105
496.68,223.53,8.0,200.0,15.12192889184496
496.68,223.53,8.0,350.0,13.211258545032786
496.68,223.53,8.0,600.0,14.781211238627595
498.85,225.7,0.5,5.0,
498.85,225.7,0.5,15.0,
498.85,225.7,0.5,25.0,
498.85,225.7,0.5,35.0,
498.85,225.7,0.5,40.0,
498.85,225.7,0.5,50.0,
498.85,225.7,0.5,65.0,13463.807701720929
498.85,225.7,0.5,90.0,2741.6196586562346
498.85,225.7,0.5,130.0,2050.0634864340386
498.85,225.7,0.5,200.0,1444.0128505910416
498.85,225.7,0.5,350.0,1200.108819888494
498.85,225.7,0.5,600.0,1377.76494193385
498.85,225.7,1.0,5.0,
498.85,225.7,1.0,15.0,
498.85,225.7,1.0,25.0,
498.85,225.7,1.0,35.0,1361.7168838299522
498.85,225.7,1.0,40.0,908.5627932574628
498.85,225.7,1.0,50.0,587.8386087328516
498.85,225.7,1.0,65.0,494.11702341212214
498.85,225.7,1.0,90.0,405.65220315747365
498.85,225.7,1.0,130.0,291.3390428453983
498.85,225.7,1.0,200.0,285.1363514536504
498.85,225.7,1.0,350.0,270.0772891841608
498.85,225.7,1.0,600.0,427.57477080897326
498.85,225.7,2.0,5.0,
498.85,225.7,2.0,15.0,
498.85,225.7,2.0,25.0,283.19035245687184
498.85,225.7,2.0,35.0,142.2264699976543
498.85,225.7,2.0,40.0,130.97852870069192
498.85,225.7,2.0,50.0,103.94496905361571
498.85,225.7,2.0,65.0,84.41220275055275
498.85,225.7,2.0,90.0,101.93718597907437
498.85,225.7,2.0,130.0,84.14081763131482
498.85,225.7,2.0,200.0,92.27758224349532
498.85,225.7,2.0,350.0,71.04681431578115
498.85,225.7,2.0,600.0,79.09019501452046
498.85,225.7,4.0,5.0,
498.85,225.7,4.0,15.0,60.774353702124124
498.85,225.7,4.0,25.0,44.85042321197299
498.85,225.7,4.0,35.0,40.266082595410666
498.85,225.7,4.0,40.0,30.00285843149515
498.85,225.7,4.0,50.0,39.743584427996936
498.85,225.7,4.0,65.0,29.793707354728877
498.85,225.7,4.0,90.0,35.64706107592387
498.85,225.7,4.0,130.0,31.486354452617086
498.85,225.7,4.0,200.0,25.11561411383345
498.85,225.7,4.0,350.0,28.961242833334204
498.85,225.7,4.0,600.0,31.788671511326864
498.85,225.7,8.0,5.0,50.34954182628954
498.85,225.7,8.0,15.0,14.988514967449658
498.85,225.7,8.0,25.0,16.99698736016912
498.85,225.7,8.0,35.0,14.957392393578019
498.85,225.7,8.0,40.0,12.190930900712878
498.85,225.7,8.0,50.0,13.890847422528884
498.85,225.7,8.0,65.0,16.284973222224256
498.85,225.7,8.0,90.0,16.07688708377571
498.85,225.7,8.0,130.0,9.83375397944145
498.85,225.7,8.0,200.0,10.182783421896163
498.85,225.7,8.0,350.0,14.50161853279163
498.85,225.7,8.0,600.0,9.85794576400685
501.15,228.0,0.5,5.0,
501.15,228.0,0.5,15.0,
501.15,228.0,0.5,25.0,
501.15,228.0,0.5,35.0,
501.15,228.0,0.5,40.0,
501.15,228.0,0.5,50.0,
501.15,228.0,0.5,65.0,9510.929746360833
501.15,228.0,0.5,90.0,2488.1926871987507
501.15,228.0,0.5,130.0,1764.6399306317367
501.15,228.0,0.5,200.0,1255.0669118595106
501.15,228.0,0.5,350.0,976.6188146095542
501.15,228.0,0.5,600.0,895.9256009016914
501.15,228.0,1.0,5.0,
501.15,228.0,1.0,15.0,
501.15,228.0,1.0,25.0,
501.15,228.0,1.0,35.0,1586.0410408048454
501.15,228.0,1.0,40.0,883.8652387941588
501.15,228.0,1.0,50.0,887.5566522720608
501.15,228.0,1.0,65.0,489.6067698824347
501.15,228.0,1.0,90.0,431.99570914566164
501.15,228.0,1.0,130.0,304.5816920132492
501.15,228.0,1.0,200.0,288.4616410989599
501.15,228.0,1.0,350.0,247.7736804985834
501.15,228.0,1.0,600.0,178.30110700988448
501.15,228.0,2.0,5.0,
501.15,228.0,2.0,15.0,
501.15,228.0,2.0,25.0,157.72784272555873
501.15,228.0,2.0,35.0,103.4723760474412
501.15,228.0,2.0,40.0,88.57217493236598
501.15,228.0,2.0,50.0,92.6336800387558
501.15,228.0,2.0,65.0,123.02521193212237
501.15,228.0,2.0,90.0,92.4749525576419
501.15,228.0,2.0,130.0,106.42798715512703
501.15,228.0,2.0,200.0,89.20085467121403
501.15,228.0,2.0,350.0,91.14650341106196
501.15,228.0,2.0,600.0,69.50960550596163
501.15,228.0,4.0,5.0,
501.15,228.0,4.0,15.0,57.69559842094727
501.15,228.0,4.0,25.0,42.49656045138196
501.15,228.0,4.0,35.0,31.127946782038368
501.15,228.0,4.0,40.0,35.69503071434564
501.15,228.0,4.0,50.0,34.15428849557089
501.15,228.0,4.0,65.0,27.760398534690648
501.15,228.0,4.0,90.0,24.582558199789585
501.15,228.0,4.0,130.0,23.69455402439991
501.15,228.0,4.0,200.0,28.06822369634212
501.15,228.0,4.0,350.0,28.621381406857857
501.15,228.0,4.0,600.0,23.97810136486961
501.15,228.0,8.0,5.0,41.377900564023825
501.15,228.0,8.0,15.0,14.96519843355755
501.15,228.0,8.0,25.0,13.299312070737004
501.15,228.0,8.0,35.0,14.564331279422401
501.15,228.0,8.0,40.0,13.769444503105168
501.15,228.0,8.0,50.0,9.58531845010565
501.15,228.0,8.0,65.0,14.075365265957126
501.15,228.0,8.0,90.0,9.928187283764977
501.15,228.0,8.0,130.0,12.409546771986747
501.15,228.0,8.0,200.0,10.607812701897668
501.15,228.0,8.0,350.0,9.790518950899708
501.15,228.0,8.0,600.0,7.905667104011137
503.46,230.31,0.5,5.0,
503.46,230.31,0.5,15.0,
503.46,230.31,0.5,25.0,
503.46,230.31,0.5,35.0,
503.46,230.31,0.5,40.0,
503.46,230.31,0.5,50.0,
503.46,230.31,0.5,65.0,10148.688647449066
503.46,230.31,0.5,90.0,1901.8643126708039
503.46,230.31,0.5,130.0,1719.8961527577462
503.46,230.31,0.5,200.0,1436.6638593917637
503.46,230.31,0.5,350.0,857.8254846937014
503.46,230.31,0.5,600.0,931.2625302769665
503.46,230.31,1.0,5.0,
503.46,230.31,1.0,15.0,
503.46,230.31,1.0,25.0,
503.46,230.31,1.0,35.0,1421.253460123058
503.46,230.31,1.0,40.0,824.0364055863384
503.46,230.31,1.0,50.0,635.6562922852172
503.46,230.31,1.0,65.0,417.9875000958281
503.46,230.31,1.0,90.0,440.8062221254817
503.46,230.31,1.0,130.0,273.75196290466295
503.46,230.31,1.0,200.0,309.39303860954186
503.46,230.31,1.0,350.0,251.24215361793804
503.46,230.31,1.0,600.0,268.5005747976848
503.46,230.31,2.0,5.0,
503.46,230.31,2.0,15.0,
503.46,230.31,2.0,25.0,162.83788670374253
503.46,230.31,2.0,35.0,120.99146728833435
503.46,230.31,2.0,40.0,109.5320126918852
503.46,230.31,2.0,50.0,87.77743290977607
503.46,230.31,2.0,65.0,100.00443721803754
503.46,230.31,2.0,90.0,92.14809122873976
503.46,230.31,2.0,130.0,86.07109053068527
503.46,230.31,2.0,200.0,94.8260776459447
503.46,230.31,2.0,350.0,90.44504289079616
503.46,230.31,2.0,600.0,67.53285140974016
503.46,230.31,4.0,5.0,
503.46,230.31,4.0,15.0,50.643073081226504
503.46,230.31,4.0,25.0,31.15056157241747
503.46,230.31,4.0,35.0,30.580507212070664
503.46,230.31,4.0,40.0,26.93359467087347
503.46,230.31,4.0,50.0,35.91758140686844
503.46,230.31,4.0,65.0,28.584210277557645
503.46,230.31,4.0,90.0,25.279769220521157
503.46,230.31,4.0,130.0,30.39152050591234
503.46,230.31,4.0,200.0,17.963219995863046
503.46,230.31,4.0,350.0,18.08790603495903
503.46,230.31,4.0,600.0,27.320900982427005
503.46,230.31,8.0,5.0,37.34077044005386
503.46,230.31,8.0,15.0,12.806721626395957
503.46,230.31,8.0,25.0,8.919863614902473
503.46,230.31,8.0,35.0,10.324965230602945
503.46,230.31,8.0,40.0,13.786469318939574
503.46,230.31,8.0,50.0,11.317074773037435
503.46,230.31,8.0,65.0,10.070401178439964
503.46,230.31,8.0,90.0,9.037862258132424
503.46,230.31,8.0,130.0,8.97825548901775
503.46,230.31,8.0,200.0,6.850142597230564
503.46,230.31,8.0,350.0,9.719549821953745
503.46,230.31,8.0,600.0,10.567816696794804
505.77,232.62,0.5,5.0,
505.77,232.62,0.5,15.0,
505.77,232.62,0.5,25.0,
505.77,232.62,0.5,35.0,
505.77,232.62,0.5,40.0,
505.77,232.62,0.5,50.0,
505.77,232.62,0.5,65.0,7385.619029898508
505.77,232.62,0.5,90.0,1954.8784772017877
505.77,232.62,0.5,130.0,1123.3865070799613
505.77,232.62,0.5,200.0,889.4077754419244
505.77,232.62,0.5,350.0,875.4675015761903
505.77,232.62,0.5,600.0,584.8665772111191
505.77,232.62,1.0,5.0,
505.77,232.62,1.0,15.0,
505.77,232.62,1.0,25.0,
505.77,232.62,1.0,35.0,1560.9380465945512
505.77,232.62,1.0,40.0,910.837165095249
505.77,232.62,1.0,50.0,489.61377220557523
505.77,232.62,1.0,65.0,260.3233334388665
505.77,232.62,1.0,90.0,262.6950439892772
505.77,232.62,1.0,130.0,318.07623005974546
505.77,232.62,1.0,200.0,157.7184220220989
505.77,232.62,1.0,350.0,211.1302335097803
505.77,232.62,1.0,600.0,179.34022394778736
505.77,232.62,2.0,5.0,
505.77,232.62,2.0,15.0,
505.77,232.62,2.0,25.0,176.49857406854434
505.77,232.62,2.0,35.0,98.95698051192147
505.77,232.62,2.0,40.0,106.37102864431333
505.77,232.62,2.0,50.0,97.30306868792921
505.77,232.62,2.0,65.0,107.13981467702266
505.77,232.62,2.0,90.0,72.83646958031359
505.77,232.62,2.0,130.0,74.83947585442549
505.77,232.62,2.0,200.0,54.138183942680904
505.77,232.62,2.0,350.0,78.15555827113822
505.77,232.62,2.0,600.0,57.25860867910728
505.77,232.62,4.0,5.0,
505.77,232.62,4.0,15.0,39.54858619301117
505.77,232.62,4.0,25.0,30.62552051127759
505.77,232.62,4.0,35.0,21.65476007789745
505.77,232.62,4.0,40.0,27.397472357522627
505.77,232.62,4.0,50.0,29.257465173807994
505.77,232.62,4.0,65.0,25.40734450359964
505.77,232.62,4.0,90.0,18.488938468901292
505.77,232.62,4.0,130.0,22.406428776085612
505.77,232.62,4.0,200.0,24.97864946446738
505.77,232.62,4.0,350.0,16.584343243404955
505.77,232.62,4.0,600.0,18.53868760527022
505.77,232.62,8.0,5.0,37.91305463174774
505.77,232.62,8.0,15.0,11.538808290367811
505.77,232.62,8.0,25.0,10.400295999684833
505.77,232.62,8.0,35.0,12.302131092016042
505.77,232.62,8.0,40.0,9.837903112406938
505.77,232.62,8.0,50.0,9.916146056769035
505.77,232.62,8.0,65.0,13.244135490815719
505.77,232.62,8.0,90.0,8.39812554160652
505.77,232.62,8.0,130.0,7.592094952852456
505.77,232.62,8.0,200.0,9.030584283627288
505.77,232.62,8.0,350.0,8.97228473242697
505.77,232.62,8.0,600.0,7.727473028222206
508.08,234.93,0.5,5.0,
508.08,234.93,0.5,15.0,
508.08,234.93,0.5,25.0,
508.08,234.93,0.5,35.0,
508.08,234.93,0.5,40.0,
508.08,234.93,0.5,50.0,
508.08,234.93,0.5,65.0,7202.001544294161
508.08,234.93,0.5,90.0,2743.8392536207716
508.08,234.93,0.5,130.0,1261.5421537135835
508.08,234.93,0.5,200.0,827.8703755275909
508.08,234.93,0.5,350.0,895.5752336229015
508.08,234.93,0.5,600.0,706.9876496191022
508.08,234.93,1.0,5.0,
508.08,234.93,1.0,15.0,
508.08,234.93,1.0,25.0,
508.08,234.93,1.0,35.0,1231.8967665357627
508.08,234.93,1.0,40.0,795.4975015038003
508.08,234.93,1.0,50.0,376.47092006660154
508.08,234.93,1.0,65.0,357.904325713085
508.08,234.93,1.0,90.0,365.30796747910637
508.08,234.93,1.0,130.0,254.83679709607154
508.08,234.93,1.0,200.0,203.2465001832213
508.08,234.93,1.0,350.0,185.28196162893886
508.08,234.93,1.0,600.0,180.92357661656473
508.08,234.93,2.0,5.0,
508.08,234.93,2.0,15.0,
508.08,234.93,2.0,25.0,135.3513173468054
508.08,234.93,2.0,35.0,93.00211424933876
508.08,234.93,2.0,40.0,103.24737049374794
508.08,234.93,2.0,50.0,61.95268801425269
508.08,234.93,2.0,65.0,83.2078497028151
508.08,234.93,2.0,90.0,63.75489699904083
508.08,234.93,2.0,130.0,67.27723437915962
508.08,234.93,2.0,200.0,51.34619188667129
508.08,234.93,2.0,350.0,71.72036237954805
508.08,234.93,2.0,600.0,69.53571258557278
508.08,234.93,4.0,5.0,
508.08,234.93,4.0,15.0,44.65304705727582
508.08,234.93,4.0,25.0,22.005634106147244
508.08,234.93,4.0,35.0,27.86487698161769
508.08,234.93,4.0,40.0,25.28482508219431
508.08,234.93,4.0,50.0,17.87789495808194
508.08,234.93,4.0,65.0,21.775696387041283
508.08,234.93,4.0,90.0,22.276411516209386
508.08,234.93,4.0,130.0,22.301891606672818
508.08,234.93,4.0,200.0,20.627955245735276
508.08,234.93,4.0,350.0,20.639010489087404
508.08,234.93,4.0,600.0,24.421338523694118
508.08,234.93,8.0,5.0,35.91158503925473
508.08,234.93,8.0,15.0,6.478469720671274
508.08,234.93,8.0,25.0,8.379293852615382
508.08,234.93,8.0,35.0,8.162018716021388
508.08,234.93,8.0,40.0,6.33750897935994
508.08,234.93,8.0,50.0,8.190291579126368
508.08,234.93,8.0,65.0,9.560094244308623
508.08,234.93,8.0,90.0,6.622248298059901
508.08,234.93,8.0,130.0,8.089694939187943
508.08,234.93,8.0,200.0,6.635373689612519
508.08,234.93,8.0,350.0,6.826730023891278
508.08,234.93,8.0,600.0,9.381495234831789
510.11,236.96,0.5,5.0,
510.11,236.96,0.5,15.0,
510.11,236.96,0.5,25.0,
510.11,236.96,0.5,35.0,
510.11,236.96,0.5,40.0,
510.11,236.96,0.5,50.0,
510.11,236.96,0.5,65.0,7060.63831381468
510.11,236.96,0.5,90.0,1894.4223010216729
510.11,236.96,0.5,130.0,826.4021716736412
510.11,236.96,0.5,200.0,1112.9257448418123
510.11,236.96,0.5,350.0,778.3491116262383
510.11,236.96,0.5,600.0,636.9623788496845
510.11,236.96,1.0,5.0,
510.11,236.96,1.0,15.0,
510.11,236.96,1.0,25.0,
510.11,236.96,1.0,35.0,1270.6389220885997
510.11,236.96,1.0,40.0,539.0748677275061
510.11,236.96,1.0,50.0,497.0563295388756
510.11,236.96,1.0,65.0,294.5575817449652
510.11,236.96,1.0,90.0,242.23000205347276
510.11,236.96,1.0,130.0,201.0691618886472
510.11,236.96,1.0,200.0,179.55009230011692
510.11,236.96,1.0,350.0,202.1168036308431
510.11,236.96,1.0,600.0,182.12847371006782
510.11,236.96,2.0,5.0,
510.11,236.96,2.0,15.0,
510.11,236.96,2.0,25.0,141.23581954605473
510.11,236.96,2.0,35.0,89.53902858650162
510.11,236.96,2.0,40.0,88.5317832416574
510.11,236.96,2.0,50.0,68.73274008084215
510.11,236.96,2.0,65.0,93.05605560245496
510.11,236.96,2.0,90.0,48.594483373843566
510.11,236.96,2.0,130.0,69.97380375493766
510.11,236.96,2.0,200.0,68.00122218924382
510.11,236.96,2.0,350.0,47.103948089776935
510.11,236.96,2.0,600.0,73.41196027526695
510.11,236.96,4.0,5.0,
510.11,236.96,4.0,15.0,40.89501251883707
510.11,236.96,4.0,25.0,29.104220099628794
510.11,236.96,4.0,35.0,22.508719650928082
510.11,236.96,4.0,40.0,20.98048731617371
510.11,236.96,4.0,50.0,20.07840771762712
510.11,236.96,4.0,65.0,21.10941819502552
510.11,236.96,4.0,90.0,23.70596507857517
510.11,236.96,4.0,130.0,19.204755726604837
510.11,236.96,4.0,200.0,15.959305222610496
510.11,236.96,4.0,350.0,20.365920607296697
510.11,236.96,4.0,600.0,20.476723120196972
510.11,236.96,8.0,5.0,30.025721265176855
510.11,236.96,8.0,15.0,10.145883004415136
510.11,236.96,8.0,25.0,7.686309884830251
510.11,236.96,8.0,35.0,6.629579707682546
510.11,236.96,8.0,40.0,6.5914421100482645
510.11,236.96,8.0,50.0,5.7557718632766175
510.11,236.96,8.0,65.0,7.482199590408867
510.11,236.96,8.0,90.0,7.011862771737337
510.11,236.96,8.0,130.0,6.558968344726383
510.11,236.96,8.0,200.0,4.4510778737953505
510.11,236.96,8.0,350.0,5.704387274021872
510.11,236.96,8.0,600.0,8.100751297611255
510.38,237.23,0.5,5.0,
510.38,237.23,0.5,15.0,
510.38,237.23,0.5,25.0,
510.38,237.23,0.5,35.0,
510.38,237.23,0.5,40.0,
510.38,237.23,0.5,50.0,
510.38,237.23,0.5,65.0,6844.247400073245
510.38,237.23,0.5,90.0,1842.003958222721
510.38,237.23,0.5,130.0,876.8576980430523
510.38,237.23,0.5,200.0,1031.1078561223947
510.38,237.23,0.5,350.0,687.0151936133514
510.38,237.23,0.5,600.0,675.0419928039875
510.38,237.23,1.0,5.0,
510.38,237.23,1.0,15.0,
510.38,237.23,1.0,25.0,
510.38,237.23,1.0,35.0,1631.073072977278
510.38,237.23,1.0,40.0,825.4895980961694
510.38,237.23,1.0,50.0,392.4943628768444
510.38,237.23,1.0,65.0,279.2960881699047
510.38,237.23,1.0,90.0,234.82713382705626
510.38,237.23,1.0,130.0,230.68780157560664
510.38,237.23,1.0,200.0,190.36658265758123
510.38,237.23,1.0,350.0,169.44727615162904
510.38,237.23,1.0,600.0,215.63491478388502
510.38,237.23,2.0,5.0,
510.38,237.23,2.0,15.0,
510.38,237.23,2.0,25.0,124.30280170263474
510.38,237.23,2.0,35.0,124.975215530916
510.38,237.23,2.0,40.0,82.03748720281496
510.38,237.23,2.0,50.0,94.44654311055272
510.38,237.23,2.0,65.0,69.37478464693513
510.38,237.23,2.0,90.0,70.12833585110995
510.38,237.23,2.0,130.0,51.288776900049285
510.38,237.23,2.0,200.0,48.10850343517939
510.38,237.23,2.0,350.0,56.61759518600199
510.38,237.23,2.0,600.0,60.16928970463507
510.38,237.23,4.0,5.0,
510.38,237.23,4.0,15.0,34.984542317334885
510.38,237.23,4.0,25.0,20.47975021726238
510.38,237.23,4.0,35.0,18.044554723045426
510.38,237.23,4.0,40.0,17.275504347438694
510.38,237.23,4.0,50.0,15.691140795628744
510.38,237.23,4.0,65.0,19.98027997744598
510.38,237.23,4.0,90.0,22.454445788341022
510.38,237.23,4.0,130.0,18.414376893588674
510.38,237.23,4.0,200.0,12.869750808446764
510.38,237.23,4.0,350.0,17.266497922631675
